population,asset_class,symbol,horizon_min,n_origins,rung,execution,hurdle_bps,fraction_signed_endpoint_above_hurdle,fraction_future_up_excursion_above_hurdle
"xstock_spot; A/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,A/USD,5,610,1,TT,20.02002002001957,0.12622950819672132,0.20163934426229507
"xstock_spot; ACN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ACN/USD,240,150,1,TT,20.02002002001957,0.14,0.62
"xstock_spot; ACN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ACN/USD,240,150,1,MT,8.00800800800916,0.18666666666666668,0.8866666666666667
"xstock_spot; ACN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ACN/USD,240,150,1,MM,-3.9992001599675753,0.32666666666666666,0.9933333333333333
"xstock_spot; ACN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ACN/USD,240,150,2,TT,16.012810248198228,0.14666666666666667,0.68
"xstock_spot; ACN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ACN/USD,240,150,2,MT,6.004803843076001,0.20666666666666667,0.9066666666666666
"xstock_spot; ACN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ACN/USD,240,150,2,MM,-3.9992001599675753,0.32666666666666666,0.9933333333333333
"xstock_spot; ADBE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,5,1511,1,TT,20.02002002001957,0.09265387160820648,0.1872931833223031
"xstock_spot; ADBE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,5,1511,1,MT,8.00800800800916,0.2561217736598279,0.48444738583719393
"xstock_spot; ADBE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,5,1511,1,MM,-3.9992001599675753,0.5943084050297816,0.9808074123097287
"xstock_spot; ADBE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,5,1511,2,TT,16.012810248198228,0.12905360688285902,0.2528127068166777
"xstock_spot; ADBE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,5,1511,2,MT,6.004803843076001,0.29781601588352086,0.5817339510258107
"xstock_spot; ADBE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,5,1511,2,MM,-3.9992001599675753,0.5943084050297816,0.9808074123097287
"xstock_spot; ADBE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,15,1392,1,TT,20.02002002001957,0.1810344827586207,0.34985632183908044
"xstock_spot; ADBE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,15,1392,1,MT,8.00800800800916,0.3146551724137931,0.6487068965517241
"xstock_spot; ADBE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,15,1392,1,MM,-3.9992001599675753,0.5050287356321839,0.985632183908046
"xstock_spot; ADBE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,15,1392,2,TT,16.012810248198228,0.21910919540229884,0.4375
"xstock_spot; ADBE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,15,1392,2,MT,6.004803843076001,0.33477011494252873,0.7198275862068966
"xstock_spot; ADBE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,15,1392,2,MM,-3.9992001599675753,0.5050287356321839,0.985632183908046
"xstock_spot; ADBE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,60,1038,1,TT,20.02002002001957,0.2186897880539499,0.6483622350674374
"xstock_spot; ADBE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,60,1038,1,MT,8.00800800800916,0.3159922928709056,0.8188824662813102
"xstock_spot; ADBE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,60,1038,1,MM,-3.9992001599675753,0.42196531791907516,0.98747591522158
"xstock_spot; ADBE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,60,1038,2,TT,16.012810248198228,0.24470134874759153,0.7071290944123314
"xstock_spot; ADBE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,60,1038,2,MT,6.004803843076001,0.3285163776493256,0.8526011560693642
"xstock_spot; ADBE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,60,1038,2,MM,-3.9992001599675753,0.42196531791907516,0.98747591522158
"xstock_spot; ADBE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,240,324,1,TT,20.02002002001957,0.38271604938271603,0.845679012345679
"xstock_spot; ADBE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,240,324,1,MT,8.00800800800916,0.3950617283950617,0.9351851851851852
"xstock_spot; ADBE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,240,324,1,MM,-3.9992001599675753,0.44753086419753085,0.9969135802469136
"xstock_spot; ADBE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,240,324,2,TT,16.012810248198228,0.38271604938271603,0.8827160493827161
"xstock_spot; ADBE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,240,324,2,MT,6.004803843076001,0.41358024691358025,0.9537037037037037
"xstock_spot; ADBE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADBE/USD,240,324,2,MM,-3.9992001599675753,0.44753086419753085,0.9969135802469136
"xstock_spot; ADI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,5,1254,1,TT,20.02002002001957,0.10845295055821372,0.16267942583732056
"xstock_spot; ADI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,5,1254,1,MT,8.00800800800916,0.2926634768740032,0.48325358851674644
"xstock_spot; ADI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,5,1254,1,MM,-3.9992001599675753,0.6515151515151515,0.9760765550239234
"xstock_spot; ADI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,5,1254,2,TT,16.012810248198228,0.14752791068580542,0.23285486443381181
"xstock_spot; ADI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,5,1254,2,MT,6.004803843076001,0.33253588516746413,0.5701754385964912
"xstock_spot; ADI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,5,1254,2,MM,-3.9992001599675753,0.6515151515151515,0.9760765550239234
"xstock_spot; ADI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,15,967,1,TT,20.02002002001957,0.27714581178903824,0.41778697001034126
"xstock_spot; ADI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,15,967,1,MT,8.00800800800916,0.41158221302998965,0.7001034126163392
"xstock_spot; ADI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,15,967,1,MM,-3.9992001599675753,0.6039296794208894,0.9896587383660806
"xstock_spot; ADI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,15,967,2,TT,16.012810248198228,0.3154084798345398,0.500517063081696
"xstock_spot; ADI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,15,967,2,MT,6.004803843076001,0.43950361944157185,0.7631851085832472
"xstock_spot; ADI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,15,967,2,MM,-3.9992001599675753,0.6039296794208894,0.9896587383660806
"xstock_spot; ADI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,60,396,1,TT,20.02002002001957,0.38636363636363635,0.6363636363636364
"xstock_spot; ADI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,60,396,1,MT,8.00800800800916,0.5227272727272727,0.8434343434343434
"xstock_spot; ADI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,60,396,1,MM,-3.9992001599675753,0.6388888888888888,0.9848484848484849
"xstock_spot; ADI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,60,396,2,TT,16.012810248198228,0.4318181818181818,0.7070707070707071
"xstock_spot; ADI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,60,396,2,MT,6.004803843076001,0.5429292929292929,0.8813131313131313
"xstock_spot; ADI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,60,396,2,MM,-3.9992001599675753,0.6388888888888888,0.9848484848484849
"xstock_spot; ADI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,240,32,1,TT,20.02002002001957,0.0625,0.65625
"xstock_spot; ADI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,240,32,1,MT,8.00800800800916,0.21875,0.8125
"xstock_spot; ADI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ADI/USD,240,32,1,MM,-3.9992001599675753,0.28125,0.96875
