population,asset_class,symbol,horizon_min,valid_origins,potential_row_offset_origins,origins_rejected_for_gaps,signed_endpoint_bps_p10,signed_endpoint_bps_p50,signed_endpoint_bps_p90,signed_endpoint_bps_p99,absolute_endpoint_bps_p10,absolute_endpoint_bps_p50,absolute_endpoint_bps_p90,absolute_endpoint_bps_p99,future_up_excursion_bps_p10,future_up_excursion_bps_p50,future_up_excursion_bps_p90,future_up_excursion_bps_p99,future_down_excursion_bps_p10,future_down_excursion_bps_p50,future_down_excursion_bps_p90,future_down_excursion_bps_p99
crypto_spot; 0G/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,0G/USD,5,196,1817,1621,-241.93548387096752,0.0,212.80063749637645,408.2469053195053,0.0,106.38297872340496,300.8702391139378,408.2469053195053,-40.32258064516125,81.30081300812941,267.4102674102674,530.6039488966335,0.0,81.63265306122436,308.3700440528636,403.5874439461884
crypto_spot; ALEO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ALEO/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; ALGO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USD,5,893,4649,3756,-37.2757205491252,0.0,40.766092062593195,126.80820586279181,3.225533026522509,19.01542362138131,56.952897828019836,133.9698420475689,-3.185737112000764,13.730460498522223,54.34685923879769,168.86407745840904,-4.230297458026389,13.900769888793851,47.61579384714377,131.1625288412729
crypto_spot; ALGO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USD,15,221,4639,4418,-54.82569566566675,6.356605572623852,93.71095376926152,206.68555240793123,6.32377740303447,31.722533573013134,102.8918011480573,206.68555240793123,1.0371292263022802,37.352147748497266,136.05442176870764,283.68929417081125,0.0,20.39660056657233,77.25685257699344,164.07459437198085
crypto_spot; ALGO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USD,60,24,4594,4570,10.908103326791263,38.624338624337895,64.69692313596286,75.49880101987716,10.908103326791263,38.624338624337895,64.69692313596286,75.49880101987716,67.72486772486764,77.32276979130813,91.21764955451806,161.12393648820373,1.6970500685130623,17.477187771681724,23.2804232804229,28.325714532041335
crypto_spot; ALGO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USD,240,0,4414,4414,,,,,,,,,,,,,,,,
crypto_spot; ALGO/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USDC,5,0,404,404,,,,,,,,,,,,,,,,
crypto_spot; ALGO/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USDC,15,0,394,394,,,,,,,,,,,,,,,,
crypto_spot; ALGO/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USDC,60,0,349,349,,,,,,,,,,,,,,,,
crypto_spot; ALGO/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USDC,240,0,169,169,,,,,,,,,,,,,,,,
crypto_spot; ALGO/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USDT,5,32,841,809,-71.69781560255072,-7.430173906887716,17.04740695345721,101.27123696008138,4.225828330279846,15.346660849510084,90.45301070534862,102.1739309215383,-2.956616637966647,9.066210395121121,38.32331044912276,112.62659434296661,-1.7554050415181652,13.752257813120504,74.80623832778481,92.45731814235295
crypto_spot; ALGO/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USDT,15,0,831,831,,,,,,,,,,,,,,,,
crypto_spot; ALGO/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USDT,60,0,786,786,,,,,,,,,,,,,,,,
crypto_spot; ALGO/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ALGO/USDT,240,0,606,606,,,,,,,,,,,,,,,,
crypto_spot; ALICE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ALICE/USD,5,0,49,49,,,,,,,,,,,,,,,,
crypto_spot; ALICE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ALICE/USD,15,0,39,39,,,,,,,,,,,,,,,,
crypto_spot; ALICE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ALICE/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; ALICE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ALICE/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; ALIGN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ALIGN/USD,5,0,436,436,,,,,,,,,,,,,,,,
crypto_spot; ALIGN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ALIGN/USD,15,0,426,426,,,,,,,,,,,,,,,,
crypto_spot; ALIGN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ALIGN/USD,60,0,381,381,,,,,,,,,,,,,,,,
crypto_spot; ALIGN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ALIGN/USD,240,0,201,201,,,,,,,,,,,,,,,,
crypto_spot; ALKIMI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ALKIMI/USD,5,5,254,249,0.0,0.0,181.8181818181817,290.90909090909065,0.0,0.0,181.8181818181817,290.90909090909065,0.0,0.0,181.8181818181817,290.90909090909065,0.0,0.0,0.0,0.0
crypto_spot; ALKIMI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ALKIMI/USD,15,0,244,244,,,,,,,,,,,,,,,,
crypto_spot; ALKIMI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ALKIMI/USD,60,0,199,199,,,,,,,,,,,,,,,,
crypto_spot; ALKIMI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ALKIMI/USD,240,0,19,19,,,,,,,,,,,,,,,,
crypto_spot; ALLO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ALLO/USD,5,0,48,48,,,,,,,,,,,,,,,,
crypto_spot; ALLO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ALLO/USD,15,0,38,38,,,,,,,,,,,,,,,,
crypto_spot; ALLO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ALLO/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; ALLO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ALLO/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; ANIME/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ANIME/USD,5,1,218,217,39.59683225341904,39.59683225341904,39.59683225341904,39.59683225341904,39.59683225341904,39.59683225341904,39.59683225341904,39.59683225341904,39.59683225341904,39.59683225341904,39.59683225341904,39.59683225341904,3.5997120230391033,3.5997120230391033,3.5997120230391033,3.5997120230391033
crypto_spot; ANIME/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ANIME/USD,15,0,208,208,,,,,,,,,,,,,,,,
crypto_spot; ANIME/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ANIME/USD,60,0,163,163,,,,,,,,,,,,,,,,
crypto_spot; ANIME/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ANIME/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; ANKR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ANKR/USD,5,38,683,645,-141.1878981801563,41.110012590733774,355.6412904793725,878.6934326710821,20.314928425358648,91.96660160257665,457.32749903476633,878.6934326710821,0.0,98.2800982800991,822.0439691027917,1006.4751874434743,-66.39383582179038,82.56013086931024,207.97699501822558,527.4217823401914
crypto_spot; ANKR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ANKR/USD,15,3,673,670,309.1905856506423,481.65137614678997,941.4006977645699,1044.8442951285704,309.1905856506423,481.65137614678997,941.4006977645699,1044.8442951285704,1140.4320673732157,1444.9541284403656,1659.8828444674152,1708.2418055735013,-201.55489511995617,-68.80733944954143,74.93032811896018,107.27130332187302
crypto_spot; ANKR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ANKR/USD,60,0,628,628,,,,,,,,,,,,,,,,
crypto_spot; ANKR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ANKR/USD,240,0,448,448,,,,,,,,,,,,,,,,
crypto_spot; ANON/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ANON/USD,5,3,165,162,6.389776357827337,31.948881789136685,56.86296247770084,62.46863063262777,6.389776357827337,31.948881789136685,56.86296247770084,62.46863063262777,6.389776357827337,31.948881789136685,56.86296247770084,62.46863063262777,-25.559105431309348,0.0,151.41955835962142,185.48895899053622
crypto_spot; ANON/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ANON/USD,15,0,155,155,,,,,,,,,,,,,,,,
crypto_spot; ANON/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ANON/USD,60,0,110,110,,,,,,,,,,,,,,,,
crypto_spot; ANON/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ANON/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; APE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,APE/USD,5,25,1135,1110,-11.349254949989394,42.31311706629049,71.78682420997617,91.54929577464887,0.0,42.31311706629049,71.78682420997617,91.54929577464887,0.0,50.724637681158754,110.56667005179358,124.76288487747914,-14.51815084605057,7.027406886860321,46.45357629031515,116.2976070104487
crypto_spot; APE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,APE/USD,15,0,1125,1125,,,,,,,,,,,,,,,,
crypto_spot; APE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,APE/USD,60,0,1080,1080,,,,,,,,,,,,,,,,
crypto_spot; APE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,APE/USD,240,0,900,900,,,,,,,,,,,,,,,,
crypto_spot; API3/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,API3/USD,5,2,169,167,-35.192936067022444,-0.29493944798009153,34.60305717106227,42.455106410346794,43.38654421541887,43.622495773802946,43.85844733218702,43.91153643282343,148.11269198655208,203.30176149255254,258.490830998553,270.9083716374031,57.28998979319221,110.78020807882893,164.27042636446564,176.3057254787339
crypto_spot; API3/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,API3/USD,15,0,159,159,,,,,,,,,,,,,,,,
crypto_spot; API3/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,API3/USD,60,0,114,114,,,,,,,,,,,,,,,,
crypto_spot; API3/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,API3/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; APR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,APR/USD,5,265,2731,2466,-225.94433942568523,1.859427296391214,191.34644947518174,465.38726910607585,14.078337913640661,80.43665613329587,341.23153851701846,962.7077621864611,-15.760853734212876,59.30265790225819,255.79960510852115,625.1525233973816,-8.772798506326836,60.86255542120056,403.2176046436671,1618.9645105728343
crypto_spot; APR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,APR/USD,15,61,2721,2660,-279.37346130517017,-35.18648838845895,352.1703521703512,547.4514852766504,31.90241613887035,185.61653806958844,428.3366676193201,619.0400777566167,13.495276653170407,124.96409077851212,638.8324404212065,801.0247188941963,7.734896596645058,124.41990718514818,546.0057061340939,681.705980149696
crypto_spot; APR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,APR/USD,60,0,2676,2676,,,,,,,,,,,,,,,,
crypto_spot; APR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,APR/USD,240,0,2496,2496,,,,,,,,,,,,,,,,
crypto_spot; APT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,APT/USD,5,501,3873,3372,-44.70426409903805,-1.5964240102173122,49.63971176941584,119.72837741243802,3.2237266279833143,21.59827213822796,70.90909090908815,124.50378924576012,-3.6576444769564898,14.773473407747595,70.54081289889157,136.18022864828606,-5.01924042161539,16.545334215750664,64.84149855907839,135.88736083824494
crypto_spot; APT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,APT/USD,15,52,3863,3811,-35.87555498383554,6.890223297123521,57.96359108525318,172.92068343239367,5.063214314116826,24.71368694293374,69.85403028037693,172.92068343239367,8.503751875937215,38.45510784149964,92.90267793086326,175.70250161421114,-1.4784547363756433,31.767262999499167,89.0720360289301,129.5098056599768
crypto_spot; APT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,APT/USD,60,0,3818,3818,,,,,,,,,,,,,,,,
crypto_spot; APT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,APT/USD,240,0,3638,3638,,,,,,,,,,,,,,,,
crypto_spot; APU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,APU/USD,5,1,384,383,-612.9184347006122,-612.9184347006122,-612.9184347006122,-612.9184347006122,612.9184347006122,612.9184347006122,612.9184347006122,612.9184347006122,-56.57708628005631,-56.57708628005631,-56.57708628005631,-56.57708628005631,612.9184347006122,612.9184347006122,612.9184347006122,612.9184347006122
crypto_spot; APU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,APU/USD,15,0,374,374,,,,,,,,,,,,,,,,
crypto_spot; APU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,APU/USD,60,0,329,329,,,,,,,,,,,,,,,,
crypto_spot; APU/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,APU/USD,240,0,149,149,,,,,,,,,,,,,,,,
crypto_spot; APXUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,APXUSD/USD,5,0,18,18,,,,,,,,,,,,,,,,
crypto_spot; APXUSD/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,APXUSD/USD,15,0,8,8,,,,,,,,,,,,,,,,
crypto_spot; APXUSD/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,APXUSD/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; APXUSD/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,APXUSD/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; APXUSD/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,APXUSD/USDC,5,0,24,24,,,,,,,,,,,,,,,,
crypto_spot; APXUSD/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,APXUSD/USDC,15,0,14,14,,,,,,,,,,,,,,,,
crypto_spot; APXUSD/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,APXUSD/USDC,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; APXUSD/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,APXUSD/USDC,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; AR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,AR/USD,5,45,1681,1636,-94.25253596732897,-19.607843137254832,115.54341612144954,436.37598853564043,7.008771045468709,43.591979075849885,137.9590594984559,436.37598853564043,-7.7889748411146265,35.294117647060034,142.47033769394426,505.0984554959928,-25.647842829047196,35.238841033672365,145.77846301469765,213.04145120249586
